filename,caption_ru,caption_lt,split
img_000656.jpg,,,train
img_000657.jpg,,,train
img_000658.jpg,,,train
img_000659.jpg,,,train
img_000660.jpg,,,train
img_000661.jpg,,,train
img_000662.jpg,,,train
img_000663.jpg,,,train
img_000664.jpg,,,train
img_000665.jpg,,,train
img_000666.jpg,,,train
img_000667.jpg,,,train
img_000668.jpg,,,train
img_000669.jpg,,,train
img_000670.jpg,,,train
img_000671.jpg,,,train
img_000672.jpg,,,train
img_000673.jpg,,,train
img_000674.jpg,,,train
img_000675.jpg,,,train
img_000676.jpg,,,train
img_000677.jpg,,,train
img_000678.jpg,,,train
img_000679.jpg,,,train
img_000680.jpg,,,train
img_000681.jpg,,,train
img_000682.jpg,,,train
img_000683.jpg,,,train
img_000684.jpg,,,train
img_000685.jpg,,,train
img_000686.jpg,,,train
img_000687.jpg,,,train
img_000688.jpg,,,train
img_000689.jpg,,,train
img_000690.jpg,,,train
img_000691.jpg,,,train
img_000692.jpg,,,train
img_000693.jpg,,,train
img_000694.jpg,,,train
img_000695.jpg,,,train
img_000696.jpg,,,train
img_000697.jpg,,,train
img_000698.jpg,,,train
img_000699.jpg,,,train
img_000700.jpg,,,train
img_000701.jpg,,,train
img_000702.jpg,,,train
img_000703.jpg,,,train
img_000704.jpg,,,train
img_000705.jpg,,,train
img_000706.jpg,,,train
img_000707.jpg,,,train
img_000708.jpg,,,train
img_000709.jpg,,,train
img_000710.jpg,,,train
img_000711.jpg,,,train
img_000712.jpg,,,train
img_000713.jpg,,,train
img_000714.jpg,,,train
img_000715.jpg,,,train
img_000716.jpg,,,train
img_000717.jpg,,,train
img_000718.jpg,,,train
img_000719.jpg,,,train
img_000720.jpg,,,train
img_000721.jpg,,,train
img_000722.jpg,,,train
img_000723.jpg,,,train
img_000724.jpg,,,train
img_000725.jpg,,,train
img_000726.jpg,,,train
img_000727.jpg,,,train
img_000728.jpg,,,train
img_000729.jpg,,,train
img_000730.jpg,,,train
img_000731.jpg,,,train
img_000732.jpg,,,train
img_000733.jpg,,,train
img_000734.jpg,,,train
img_000735.jpg,,,train
img_000736.jpg,,,train
img_000737.jpg,,,train
img_000738.jpg,,,train
img_000739.jpg,,,train
img_000740.jpg,,,train
img_000741.jpg,,,train
img_000742.jpg,,,train
img_000743.jpg,,,train
img_000744.jpg,,,train
img_000745.jpg,,,train
img_000746.jpg,,,train
img_000747.jpg,,,train
img_000748.jpg,,,train
img_000749.jpg,,,train
img_000750.jpg,,,train
img_000751.jpg,,,train
img_000752.jpg,,,train
img_000753.jpg,,,train
img_000754.jpg,,,train
img_000755.jpg,,,train
img_000756.jpg,,,train
img_000757.jpg,,,train
img_000758.jpg,,,train
img_000759.jpg,,,train
img_000760.jpg,,,train
img_000761.jpg,,,train
img_000762.jpg,,,train
img_000763.jpg,,,train
img_000764.jpg,,,train
img_000765.jpg,,,train
img_000766.jpg,,,train
img_000767.jpg,,,train
img_000768.jpg,,,train
img_000769.jpg,,,train
img_000770.jpg,,,train
img_000771.jpg,,,train
img_000772.jpg,,,train
img_000773.jpg,,,train
img_000774.jpg,,,train
img_000775.jpg,,,train
img_000776.jpg,,,train
img_000777.jpg,,,train
img_000778.jpg,,,train
img_000779.jpg,,,train
img_000780.jpg,,,train
img_000781.jpg,,,train
img_000782.jpg,,,train
img_000783.jpg,,,train
img_000784.jpg,,,train
img_000785.jpg,,,train
img_000786.jpg,,,train
img_000787.jpg,,,train
img_000788.jpg,,,train
img_000789.jpg,,,train
img_000790.jpg,,,train
img_000791.jpg,,,train
img_000792.jpg,,,train
img_000793.jpg,,,train
img_000794.jpg,,,train
img_000795.jpg,,,train
img_000796.jpg,,,train
img_000797.jpg,,,train
img_000798.jpg,,,train
img_000799.jpg,,,train
img_000800.jpg,,,train
img_000801.jpg,,,train
img_000802.jpg,,,train
img_000803.jpg,,,train
img_000804.jpg,,,train
img_000805.jpg,,,train
img_000806.jpg,,,train
img_000807.jpg,,,train
img_000808.jpg,,,train
img_000809.jpg,,,train
img_000810.jpg,,,train
img_000811.jpg,,,train
img_000812.jpg,,,train
img_000813.jpg,,,train
img_000814.jpg,,,train
img_000815.jpg,,,train
img_000816.jpg,,,train
img_000817.jpg,,,train
img_000818.jpg,,,train
img_000819.jpg,,,train
img_000820.jpg,,,train
img_000821.jpg,,,train
img_000822.jpg,,,train
img_000823.jpg,,,train
img_000824.jpg,,,train
img_000825.jpg,,,train
img_000826.jpg,,,train
img_000827.jpg,,,train
img_000828.jpg,,,train
img_000829.jpg,,,train
img_000830.jpg,,,train
img_000831.jpg,,,train
img_000832.jpg,,,train
img_000833.jpg,,,train
img_000834.jpg,,,train
img_000835.jpg,,,train
img_000836.jpg,,,train
img_000837.jpg,,,train
img_000838.jpg,,,train
img_000839.jpg,,,train
img_000840.jpg,,,train
img_000841.jpg,"Музыкант с гитарой и его коллеги выступают на сцене концертного зала.

",Gitaristas su kolegomis koncertų salės scenoje.,val
img_000842.jpg,"Спелые фрукты на дереве в окружении еще зеленых.

",Sunokę vaisiai ant medžio tarp dar žalių vaisių.,val
img_000843.jpg,"Довольный мужчина с женщиной ожидают начала трапезы.

","Patenkinti vyras ir moteris, laukiantys valgio pradžios.",val
img_000844.jpg,Море с металлической вышкой на понтонах и противоположным зеленым холмистым берегом.,Jūra su metaliniu bokštu ant pontonų ir žaliuojančiu kalvotu krantu fone.,val
img_000845.jpg,"Тенистая под могучими деревьями пешеходная дорожка в солнечный день.

",Didingų medžių šešėlyje esantis pėsčiųjų takas saulėtą dieną.,val
img_000846.jpg,"Мужчина едет на работу на машине в маленьком городке.

",Į darbą automobiliu važiuojantis vyras mažame miestelyje.,val
img_000847.jpg,"Въезд с открытыми воротами на лесную дорогу.

",Įvažiavimas į miško kelią su atvirais vartais.,val
img_000848.jpg,"Фасад дорогого частного дома в солнечный день.

",Prabangaus privataus namo fasadas saulėtą dieną.,val
img_000849.jpg,"Двое работников винной лавки демонстрируют свое вино.

",Du vyninės darbuotojai demonstruoja savo vyną.,val
img_000850.jpg,Темная очень узкая улочка в старом городе.,Tamsi ir labai siaura senamiesčio gatvelė.,val
img_000851.jpg,Старое черно-белое фото женщины на велосипеде с ребенком сидящим на багажнике на оживленной городской улице.,Sena nespalvota nuotrauka: moteris su dviračiu ir ant bagažinės sėdinčiu vaiku judrioje gatvėje.,val
img_000852.jpg,"пустая комната в общественном учреждении с яркой картиной на стене.

",Tuščia viešosios įstaigos patalpa su ryškiu paveikslu ant sienos.,val
img_000853.jpg,"Скалистый покрытый лесом выступ с водопадом и частично замершим водоемом.

",Mišku apaugusi uolėta atbraila su kriokliu ir dalinai užšalusiu vandens telkiniu.,val
img_000854.jpg,"Женщина на фоне упавшего большого дерева в лесу.

",Moteris nuvirtusio didelio medžio fone miške.,val
img_000855.jpg,Машины возле стадиона и временных торговых палаток.,Automobiliai prie stadiono ir laikinų prekybos palapinių.,val
img_000856.jpg,"Заброшенные заржавевшие ретро машины во дворе на улице.

",Apleisti ir surūdiję retro automobiliai kieme po atviru dangumi.,val
img_000857.jpg,"Ретро автомобиль с двухцветным окрасом на парковке на улице.

",Dvispalvis retro automobilis automobilių stovėjimo aikštelėje.,val
img_000858.jpg,"Брусчатая улица европейского городка в солнечный день.

",Europos miestelio grįsta gatvė saulėtą dieną.,val
img_000859.jpg,"Улица с баром на Британских островах в пасмурный день.

",Gatvė su baru Britų salose debesuotą dieną.,val
img_000860.jpg,"Свежеприготовленная еда крупным планом на сковороде.

",Šviežiai paruoštas maistas su laimo griežinėliais keptuvėje (stambus planas).,val
img_000861.jpg,"Мужчина делает доклад на конференции стоя за трибуной.

",Konferencijoje už tribūnos stovintis ir pranešimą skaitantis vyras.,val
img_000862.jpg,"Локомотив выезжает из арки в здании.

",Iš pastato arkos išvažiuojantis lokomotyvas.,val
img_000863.jpg,"Открытая книга с детскими сказками и рисунком, которую читают.

",Atversta ir skaitoma vaikiškų pasakų knyga su iliustracijomis.,val
img_000864.jpg,"Внутреннее убранство кафе в нерабочие часы.

",Kavinės vidus ne darbo valandomis.,val
img_000865.jpg,"Открытая книга с текстом предположительно на арабском языке.


","Atversta knyga su tekstu, tikėtina, arabų kalba.",val
img_000866.jpg,"Поле с линией электропередач и поворотом железной дороги рядом.

",Laukas su elektros perdavimo linija ir netoliese esančiu geležinkelio posūkiu.,val
img_000867.jpg,"Красная спецмашина подбрасывает детей в кузове.

","Raudona specialiosios paskirties mašina, kurios kėbule šokinėja vaikai.",val
img_000868.jpg,"Красная припаркованная старая машина на улице городка.

",Miestelio gatvėje priparkuotas senas raudonas automobilis.,val
img_000869.jpg,"Повар разделывает мясо.

",Mėsą pjaustantis virtuvės šefas.,val
img_000870.jpg,"Оживленная улица поздно вечером.

",Judri gatvė vėlų vakarą.,val
img_000871.jpg,,,val
img_000872.jpg,,,val
img_000873.jpg,,,val
img_000874.jpg,,,val
img_000875.jpg,,,val
img_000876.jpg,,,val
img_000877.jpg,,,val
img_000878.jpg,,,val
img_000879.jpg,,,val
img_000880.jpg,,,val
img_000881.jpg,,,val
img_000882.jpg,,,val
img_000883.jpg,,,val
img_000884.jpg,,,val
img_000885.jpg,,,val
img_000886.jpg,,,val
img_000887.jpg,,,val
img_000888.jpg,,,val
img_000889.jpg,,,val
img_000890.jpg,,,val
img_000891.jpg,,,val
img_000892.jpg,,,val
img_000893.jpg,,,val
img_000894.jpg,,,val
img_000895.jpg,,,val
img_000896.jpg,,,val
img_000897.jpg,,,val
img_000898.jpg,,,val
img_000899.jpg,,,val
img_000900.jpg,,,val
img_000901.jpg,,,val
img_000902.jpg,,,val
img_000903.jpg,,,val
img_000904.jpg,,,val
img_000905.jpg,,,val
img_000906.jpg,,,val
img_000907.jpg,,,val
img_000908.jpg,,,val
img_000909.jpg,,,val
img_000910.jpg,,,val
img_000911.jpg,,,val
img_000912.jpg,,,val
img_000913.jpg,,,val
img_000914.jpg,,,val
img_000915.jpg,,,val
img_000916.jpg,,,val
img_000917.jpg,,,val
img_000918.jpg,,,val
img_000919.jpg,,,val
img_000920.jpg,,,val
img_000921.jpg,,,val
img_000922.jpg,,,val
img_000923.jpg,,,val
img_000924.jpg,,,val
img_000925.jpg,,,val
img_000926.jpg,,,val
img_000927.jpg,,,val
img_000928.jpg,,,val
img_000929.jpg,,,val
img_000930.jpg,,,val
img_000931.jpg,,,val
img_000932.jpg,,,val
img_000933.jpg,,,val
img_000934.jpg,,,val
img_000935.jpg,,,val
img_000936.jpg,,,val
img_000937.jpg,,,val
img_000938.jpg,,,val
img_000939.jpg,,,val
img_000940.jpg,,,val
img_000941.jpg,,,val
img_000942.jpg,,,val
img_000943.jpg,,,val
img_000944.jpg,,,val
img_000945.jpg,,,val
img_000946.jpg,,,val
img_000947.jpg,,,val
img_000948.jpg,,,val
img_000949.jpg,,,val
img_000950.jpg,,,val
img_000951.jpg,,,val
img_000952.jpg,,,val
img_000953.jpg,,,val
img_000954.jpg,,,val
img_000955.jpg,,,val
img_000956.jpg,,,val
img_000957.jpg,,,val
img_000958.jpg,,,val
img_000959.jpg,,,val
img_000960.jpg,,,val
img_000961.jpg,,,val
img_000962.jpg,,,val
img_000963.jpg,,,val
img_000964.jpg,,,val
img_000965.jpg,,,val
img_000966.jpg,,,val
img_000967.jpg,,,val
img_000968.jpg,,,val
img_000969.jpg,,,val
img_000970.jpg,,,val
img_000971.jpg,,,val
img_000972.jpg,,,val
img_000973.jpg,,,val
img_000974.jpg,,,val
img_000975.jpg,,,val
img_000976.jpg,,,val
img_000977.jpg,,,val
img_000978.jpg,,,val
img_000979.jpg,,,val
img_000980.jpg,,,val
img_000981.jpg,,,val
img_000982.jpg,,,val
img_000983.jpg,,,val
img_000984.jpg,,,val
img_000985.jpg,,,val
img_000986.jpg,,,val
img_000987.jpg,,,val
img_000988.jpg,,,val
img_000989.jpg,,,val
img_000990.jpg,,,val
img_000991.jpg,,,val
img_000992.jpg,,,val
img_000993.jpg,,,val
img_000994.jpg,,,val
img_000995.jpg,,,val
img_000996.jpg,,,val
img_000997.jpg,,,val
img_000998.jpg,,,val
img_000999.jpg,,,val
img_001000.jpg,,,val
img_001001.jpg,,,val
img_001002.jpg,,,val
img_001003.jpg,,,val
img_001004.jpg,,,val
img_001005.jpg,,,val
img_001006.jpg,,,val
img_001007.jpg,,,val
img_001008.jpg,,,val
img_001009.jpg,,,val
img_001010.jpg,,,val
img_001011.jpg,,,val
img_001012.jpg,,,val
img_001013.jpg,,,val
img_001014.jpg,,,val
img_001015.jpg,,,val
img_001016.jpg,,,val
img_001017.jpg,,,val
img_001018.jpg,,,val
img_001019.jpg,,,val
img_001020.jpg,,,val
img_001021.jpg,"Собаки отдыхают возле порога входа в дом.

",Šunys ilsisi prie namų slenksčio.,test
img_001022.jpg,"Заброшенная квартира с мусором на полу.

",Apleistas butas su šiukšlėmis ant grindų.,test
img_001023.jpg,"Архивное черно-белое фото паровоза.

",Archyvinė nespalvota garvežio nuotrauka.,test
img_001024.jpg,"Разноцветие фасадов на городской улице в дождливый день.

",Spalvingi pastatų fasadai miesto gatvėje lietingą dieną.,test
img_001025.jpg,"Улица идущая возле старинного здания с башнями.

",Gatvė šalia senovinio pastato su bokštais.,test
img_001026.jpg,"Модель на показе моды в черном костюме.

",Juodu kostiumu vilkintis modelis mados pristatyme.,test
img_001027.jpg,"Старая машина во дворе дома в сельской местности с петухом на крыше.

",Senas automobilis kaimo sodybos kieme su gaidžiu ant stogo.,test
img_001028.jpg,"Гоночный карт во время заезда на трассе.

",Lenktyninis kartas trasoje važiavimo metu.,test
img_001029.jpg,"Черно-белое фото девушек с велосипедами.

",Nespalvota nuotrauka: merginos su dviračiais.,test
img_001030.jpg,"Мероприятие под открытым небом автовладельцем машины модели Плимут.

",Renginys po atviru dangumi su „Plymouth“ markės automobiliu.,test
img_001031.jpg,"Черно-белое фото частного белого двухэтажного дома.

",Nespalvota nuotrauka: privatus baltas dviejų aukštų namas.,test
img_001032.jpg,"Схема общественного транспорта на остановке.

",Viešojo transporto schema stotelėje.,test
img_001033.jpg,"Большая модель фентезийного дракона на улице.

",Didelis fantastinio drakono modelis gatvėje.,test
img_001034.jpg,"Выступление гитариста и его команды на сцене в лучах софитов.

",Gitaristo ir jo grupės pasirodymas scenoje prožektorių šviesose.,test
img_001035.jpg,"Человек обнимает большое дерево поросшее мхом.

","Žmogus, apkabinęs didelį samanotą medį.",test
img_001036.jpg,"Пейзаж долины в засушливой местности на фоне гор.

",Sausringos vietovės slėnio peizažas kalnų fone.,test
img_001037.jpg,"Человек с катаной в лесу демонстрирует свои навыки владения холодным оружием.

",Kataną valdantis žmogus miške demonstruoja savo įgūdžius.,test
img_001038.jpg,"Очень высокое дерево на фоне голубого неба.

",Labai aukštas medis giedro dangaus fone.,test
img_001039.jpg,"Множество мониторов на столбе показывающих музыкальные клипы.

","Daug monitorių ant stulpo, rodančių muzikos klipus.",test
img_001040.jpg,"Женщина с воздушными шарами сидящая за столом.


",Prie stalo sėdinti moteris su oro balionais.,test
img_001041.jpg,"Фото митинга с флагами на фоне ратуши.

",Mitingas su vėliavomis rotušės fone.,test
img_001042.jpg,"Осенний пейзаж с осыпавшимися оранжевыми листьями.

",Rudens peizažas su nukritusiais oranžiniais lapais.,test
img_001043.jpg,"Лодка с пассажирами и дельфин в реке.

",Valtis su keleiviais ir delfinas upėje.,test
img_001044.jpg,"Каменные руины заросшие зеленью.

",Žalumynais apaugę akmeniniai griuvėsiai.,test
img_001045.jpg,"Лошади в заснеженную зиму на фоне гор.

",Arkliai snieguotą žiemą kalnų fone.,test
img_001046.jpg,"Вид на реку и противоположный берег реки, где на фоне виднеются множество кранов.

","Upės vaizdas ir kitas krantas, kuriame tolyje matyti daugybė kranų.",test
img_001047.jpg,"Лесная извилистая дорожка.

",Vingiuotas miško takelis.,test
img_001048.jpg,"Надвигающаяся темная туча на фоне чистого неба.

",Artėjantis tamsus debesis giedro dangaus fone.,test
img_001049.jpg,"Донжон и башня средневекового замка.

",Viduramžių pilies donžonas ir bokštas.,test
img_001050.jpg,Театральное детское выступление на сцене в исторических костюмах.,Teatralizuotas vaikų pasirodymas scenoje su istoriniais kostiumais.,test
img_001051.jpg,,,test
img_001052.jpg,,,test
img_001053.jpg,,,test
img_001054.jpg,,,test
img_001055.jpg,,,test
img_001056.jpg,,,test
img_001057.jpg,,,test
img_001058.jpg,,,test
img_001059.jpg,,,test
img_001060.jpg,,,test
img_001061.jpg,,,test
img_001062.jpg,,,test
img_001063.jpg,,,test
img_001064.jpg,,,test
img_001065.jpg,,,test
img_001066.jpg,,,test
img_001067.jpg,,,test
img_001068.jpg,,,test
img_001069.jpg,,,test
img_001070.jpg,,,test
img_001071.jpg,,,test
img_001072.jpg,,,test
img_001073.jpg,,,test
img_001074.jpg,,,test
img_001075.jpg,,,test
img_001076.jpg,,,test
img_001077.jpg,,,test
img_001078.jpg,,,test
img_001079.jpg,,,test
img_001080.jpg,,,test
img_001081.jpg,,,test
img_001082.jpg,,,test
img_001083.jpg,,,test
img_001084.jpg,,,test
img_001085.jpg,,,test
img_001086.jpg,,,test
img_001087.jpg,,,test
img_001088.jpg,,,test
img_001089.jpg,,,test
img_001090.jpg,,,test
img_001091.jpg,,,test
img_001092.jpg,,,test
img_001093.jpg,,,test
img_001094.jpg,,,test
img_001095.jpg,,,test
img_001096.jpg,,,test
img_001097.jpg,,,test
img_001098.jpg,,,test
img_001099.jpg,,,test
img_001100.jpg,,,test
img_001101.jpg,,,test
img_001102.jpg,,,test
img_001103.jpg,,,test
img_001104.jpg,,,test
img_001105.jpg,,,test
img_001106.jpg,,,test
img_001107.jpg,,,test
img_001108.jpg,,,test
img_001109.jpg,,,test
img_001110.jpg,,,test
img_001111.jpg,,,test
img_001112.jpg,,,test
img_001113.jpg,,,test
img_001114.jpg,,,test
img_001115.jpg,,,test
img_001116.jpg,,,test
img_001117.jpg,,,test
img_001118.jpg,,,test
img_001119.jpg,,,test
img_001120.jpg,,,test
img_001121.jpg,,,test
img_001122.jpg,,,test
img_001123.jpg,,,test
img_001124.jpg,,,test
img_001125.jpg,,,test
img_001126.jpg,,,test
img_001127.jpg,,,test
img_001128.jpg,,,test
img_001129.jpg,,,test
img_001130.jpg,,,test
img_001131.jpg,,,test
img_001132.jpg,,,test
img_001133.jpg,,,test
img_001134.jpg,,,test
img_001135.jpg,,,test
img_001136.jpg,,,test
img_001137.jpg,,,test
img_001138.jpg,,,test
img_001139.jpg,,,test
img_001140.jpg,,,test
img_001141.jpg,,,test
img_001142.jpg,,,test
img_001143.jpg,,,test
img_001144.jpg,,,test
img_001145.jpg,,,test
img_001146.jpg,,,test
img_001147.jpg,,,test
img_001148.jpg,,,test
img_001149.jpg,,,test
img_001150.jpg,,,test
img_001151.jpg,,,test
img_001152.jpg,,,test
img_001153.jpg,,,test
img_001154.jpg,,,test
img_001155.jpg,,,test
img_001156.jpg,,,test
img_001157.jpg,,,test
img_001158.jpg,,,test
img_001159.jpg,,,test
img_001160.jpg,,,test
img_001161.jpg,,,test
img_001162.jpg,,,test
img_001163.jpg,,,test
img_001164.jpg,,,test
img_001165.jpg,,,test
img_001166.jpg,,,test
img_001167.jpg,,,test
img_001168.jpg,,,test
img_001169.jpg,,,test
img_001170.jpg,,,test
img_001171.jpg,,,test
img_001172.jpg,,,test
img_001173.jpg,,,test
img_001174.jpg,,,test
img_001175.jpg,,,test
img_001176.jpg,,,test
img_001177.jpg,,,test
img_001178.jpg,,,test
img_001179.jpg,,,test
img_001180.jpg,,,test
img_001181.jpg,,,test
img_001182.jpg,,,test
img_001183.jpg,,,test
img_001184.jpg,,,test
img_001185.jpg,,,test
img_001186.jpg,,,test
img_001187.jpg,,,test
img_001188.jpg,,,test
img_001189.jpg,,,test
img_001190.jpg,,,test
img_001191.jpg,,,test
img_001192.jpg,,,test
img_001193.jpg,,,test
img_001194.jpg,,,test
img_001195.jpg,,,test
img_001196.jpg,,,test
img_001197.jpg,,,test
img_001198.jpg,,,test
img_001199.jpg,,,test
img_001200.jpg,,,test
